code,ó¨ìÆéëéYçáåv,åªã‡ãyÇ—óaã‡,åªã‡óaã‡,óLå`å≈íËéëéY,óLå`å≈íËéëéYçáåv,ìäéëóLâøèÿåî,ìäéëÇªÇÃëºÇÃéëéYçáåv,ó¨ìÆïâç¬çáåv,å≈íËïâç¬çáåv
2454,6031369,2712475,,,41525,136702,732574,2756095,41502
2467,498077,196768,,,3709,,74957,402439,113815
2469,20490325,3816134,,,8524613,112458,3881817,17582482,9781975
2471,5360,2238,,,5332,,582,5710,1202
2480,2138938,1987835,,,305310,430746,666772,236988,327016
2491,17352200,11057328,,,139537,565856,798408,6563537,21116
2493,3917816,2884212,,299861,,,850193,817161,550737
2503,805814,,,533238,,,,696798,
2590,80336,32569,,,42333,19364,26164,38166,36818
2593,172109,75210,,,80097,,22566,59248,75370
2607,160736,20463,,,129435,7411,15441,91017,104604
2612,19789,2861,,,13510,1983,2616,5166,2047
2659,60626,40124,,,102836,489,10340,36439,6997
2666,2243705,1129571,,,4913022,,841873,1029502,3652735
2669,18487494,12653492,,,9952620,466125,1459148,6590412,334753
2674,9068949,2197245,,,3328376,2436524,5170133,3964008,1102267
2675,3061791,997186,,,3065273,100824,4445591,13319982,3757257
2681,113687,51865,,,28177,1766,25524,41038,55717
2686,36203,1372,,,1928,49,5333,36930,2681
2721,336830,124821,,,24222,,31685,41038,1666
2733,184700,21784,,,49827,12943,17147,133754,30682
2735,17439798,7586464,,,1653364,406946,3185872,10384201,1354776
2743,1967278,151420,,,1139564,1000,64726,3215397,
2760,82721,5680,,,1820,,4633,39997,21220
2768,12174641195403,,,157995191292,,,,754356734754,
2782,79393,53593,,,21170,339,14747,23570,6613
2801,192187,58321,,,152034,60779,74490,68144,47923
2802,585169,,,486443,,,,336339,
2805,71790,26591,,,40899,7344,11866,45810,24462
2810,156909,78905,,,89942,60268,78278,51327,30532
2813,3693482,1058759,,,3823858,145330,398900,3128255,1546747
2815,79407920,54877790,,,20055546,10852886,11825173,8947635,3866006
2830,9614053,685014,,,6102249,180931,959383,4510612,1643226
2884,14828843,4942264,,,3843649,,698884,7009537,8821680
2892,21457,177,,,12025,284,2314,11735,4559
2894,4066814,2579907,,,1803682,462312,523850,3227833,583514
2915,26317,12385,,,29451,5077,6385,15004,11738
2925,10365,4437,,,13912,551,1011,8932,2288
2929,13584423,5714022,,,1750853,134510,722903,10097333,1852002
2930,5857845,3612973,,,99595,,215237,1022521,
2931,10898393,6982831,,,4141931,3340960,3680209,5516041,4772194
2933,20748822,4306723,,,17451748,2063434,16376803,22083020,24484424
2974,30768478,10833643,,,1278248,,392446,19591366,6088290
2986,14664248,3147974,,,8973031,,,6419628,13505039
2987,6630359,2853115,,,91719,,62339,2241606,2042779
3040,12137,7228,,1253,,123,1464,7852,153
3050,207183,79956,,,202169,25292,69170,117255,139385
3053,5849,4229,,,4244,,2239,7330,3622
3054,7229272,3356899,,50741,,77048,267146,3835903,587413
3055,93694,20434,,,19102,16668,18320,74937,3647
3066,2252347,1646064,,,2091810,119198,925047,1678682,2870495
3098,117052,33370,,,31310,,32731,52089,9809
3101,212963,34695,,,224640,26503,48911,131444,171109
3107,331461,32058,,,39172,6606,10426,230519,23916
3133,314912,44796,,,214596,,187216,815656,555137
3136,1672946,697871,,,752985,31230,403941,996061,1461427
3159,96759,22952,,,23207,2908,12880,70030,22844
3187,2669469,653667,,,659439,231308,1343325,2639344,188907
3199,30544558,5191447,,,21542034,1555763,4810020,25164532,16208375
3201,80548,31722,,,38858,23820,28022,38379,14447
3223,1155826,733338,,,107355,1500,331556,1790011,140175
3231,1043321,71625,,,714224,86428,145292,269322,1065633
3264,66856,17116,,,3080,,5682,25653,22927
3266,2629,600,,,434,118,348,452,666
3276,9373218,5128269,,,3143444,,741879,3296874,3661348
3302,40040255,9967610,,,8460483,26015400,26372731,8878766,8219114
3316,4762940,2496941,,,615613,115674,318403,1922540,350488
3322,6504453,2840173,,,760559,,1122786,3230306,817166
3356,4515795,2418826,,,208916,57336,374610,,
3374,15585594,9512844,,,3454676,619086,1408434,8839471,3577135
3396,26550,16697,,,6593,1178,1445,14348,3314
3401,534580,170185,,,282291,84797,145212,310054,298116
3421,26967661,11912633,,,23917977,,3428940,13277998,2795143
3422,7787,2998,,,5502,262,5709,18713,8394
3434,28708,7912,,,19288,3922,4517,16921,12217
3440,9055474,6464584,,,2826928,41129,93429,1543350,1036015
3454,72400228,5006098,,560319,,,,6017260,50267055
3458,51574940,17454477,,,4553723,6605695,14573662,16608482,29161043
3475,25232858,5606210,,51143,,,,13144628,5014780
3477,6274979,2161923,,,215550,,76620,3145877,610664
3480,12544088,10855989,,,24701245,,5320766,11975690,15067850
3482,53992,6406,,47,,,,4879,41430
3484,4397518,2908850,,,446035,,5553017,1755621,5711746
3486,20525297,1245179,,252450,,,561912,10753719,6485898
3490,4273134,2384506,,,1102890,1632,89940,1029607,2934874
3491,17794,13942,,1319,,,,4309,5025
3494,2270054,900195,,,13623877,107110,291453,2817352,9594049
3496,1572807,1204998,,84565,,,280907,418179,552901
3498,7908985,3029039,,2174885,,,,4241712,2725264
3536,9044870,4054933,,,8027492,104893,1190164,11797514,4595282
3540,15378,3605,,,1516,160,642,3745,411
3541,1918722,984683,,58015,,,,1010094,280737
3543,27938,,,12819,,,,23771,
3550,3545671,2348216,,,160524,,549114,635620,692528
3556,8412374,2720284,,363935,,,,3610024,4193588
3558,5485643,2823777,,,240581,201775,1049929,2638123,7600
3559,1377330,1007566,,,12264,,92522,330153,14435
3562,5026490,1911838,,,648390,29018,602989,3066297,1533533
3566,2087915,1471554,,,992423,,,888071,111265
3577,5443096,2274560,,,5269097,1796665,2124746,3075901,2971299
3607,5845151,4770951,,,5239975,18015,3257633,8209787,3607684
3626,229965,83318,,,64197,86005,125760,100915,70726
3627,3995160,2050141,,,204464,77924,2165595,1457104,186443
3630,39096675,11841581,,,3137651,1994230,2471264,28525449,1740434
3636,61266,21174,,,10530,16073,23734,22529,14789
3640,9026101,678382,,,6865715,398707,1429797,8149657,4867032
3646,2864778,2584503,,,94160,18702,163624,261223,183092
3647,3333903,961999,,,77886,,118890,503260,747110
3649,3289385,1824472,,76828,,,,596629,184648
3653,4709648,4374555,,,170645,163798,301490,305831,47286
3665,12339150,11807725,,,68746,193341,318638,3509476,7152
3666,4171589,2412436,,,172496,1410009,1790558,1214738,361253
3667,1585717,937857,,,,,332367,1038623,2044
3670,1711246,941502,,,663729,14019,415516,651913,390705
3676,9744997,5076396,,,598606,191529,1324469,7904503,119536
3677,5002704,3187337,,136145,,501006,986916,1696830,418992
3678,33902,12703,,,303,2761,2651,25425,5593
3681,5299218,2545945,,1616177,,,,5767283,1514495
3688,37979,15169,,1446,,4501,5920,23815,1508
3689,2073557,542436,,171251,,216118,1051861,1854295,232789
3694,3515313,1453676,,,253562,230398,1660356,1831074,61943
3738,183612,49401,,,4487,4119,22603,148474,21325
3744,5732009,2648683,,,128760,251527,563290,,
3762,24110992,8929277,,,690470,801307,3784265,,
3765,118886,102743,,,879,59,5596,14896,1219
3772,23610359,2159660,,,97310,1769387,2019856,1707478,15418894
3774,93404657,,,17084401,,,,73259027,
3775,2389210,841359,,,54483,2000,38473,375853,416960
3782,2617054,1713292,,,280413,96111,208993,470290,231773
3784,13956778,6819846,,,1282726,,1867588,6111112,2826692
3803,670576,321458,,,0,94975,129173,120598,332275
3807,513821,235211,,58575,,1546395,1672856,255659,78735
3816,3180924,2727203,,,1130080,,594349,512999,315791
3817,25094,8940,,,189,9029,12279,11104,4351
3826,2544665,1473588,,,58674,110273,325537,1066973,
3830,8479676,3489979,,,1856362,204476,682757,3820779,3264681
3834,8495,4239,,,2370,1059,1368,1821,
3840,955322,205657,,,28838,,28679,392572,
3843,26380267,15504664,,3033282,,2029947,3044536,12234414,8181679
3845,1043481,475313,,,256,,47590,520792,141516
3848,3699276,3460713,,,188747,505456,723668,866851,86463
3854,5162534,2498604,,458611,,,1149450,2065595,1557863
3857,16349114,6367346,,,2214212,1203797,2941986,10032451,2933060
3861,668770,130529,,,1041413,163961,259083,441713,674117
3864,88614,15701,,,88934,20231,30298,,
3878,18482,4060,,,16538,4652,5099,15852,9492
3891,14555754,4578740,,,9228137,255532,1177666,4979982,3444928
3908,1829670,1539510,,,261849,,65175,304311,146141
3915,8845697,6094887,,,387577,5021198,5583754,3563262,1544681
3919,6921940,5049032,,,85375,239478,638171,3127739,454935
3920,2381848,1171678,,43795,,378548,593425,1153469,341439
3922,3051215,2531595,,,87609,800,170962,968112,5357
3927,1750730,1529598,,,0,144027,281895,364093,435432
3928,3447888,1836046,,58802,,205905,856271,1177461,584454
3932,38256,27986,,,571,6092,7199,5997,4278
3935,1513482,896876,,,3890,,103280,751236,179546
3939,2025870,1899510,,46800,,,92823,383238,12061
3943,13697931,7053667,,,6749358,1175528,1879905,5772834,1982382
3947,20591288,2484142,,,21420673,22025361,23075987,18337681,8527231
3954,16205812,7575986,,,4747924,6036082,6820219,6715801,2050438
3955,8616,2922,,,7495,1206,2509,4065,536
3961,1056559,824554,,26345,,,21638,119295,
3977,484584,211376,,,70221,25590,48330,201649,179713
3987,1692830,701956,,157064,,,106280,548949,415243
3991,1950576,1672982,,96981,,,182258,912134,
3992,2970456,2038930,,,37670,111775,392454,838128,
3994,12525363,7603084,,479787,,2358779,3292478,7884293,3011526
4016,1116719,387495,,21602,,,,728067,193262
4017,3568212,2885204,,,18517,,107530,2313503,298928
4019,1448444,1398105,,4488,,,,535437,103746
4020,557014,437614,,4220,,,,94261,4432
4027,36979,13329,,,17624,11797,12806,9999,8948
4044,132113,27975,,,103382,42514,48034,59116,56706
4046,73876,17436,,,20536,22965,24178,26818,15322
4053,6187626,5241695,,,81236,175614,277474,1012047,166063
4055,1425951,1024808,,22760,,,,220023,48254
4063,1914909,866882,,,1165149,150573,291635,363246,130743
4100,23065,6629,,,10709,3526,7807,19051,13356
4102,8677685,3461053,,,3174084,4388409,4707288,3109922,3677371
4168,3361584,2922173,,191036,,,,582990,187522
4170,3341018,3057759,,4235,,,151177,273245,250000
4176,1867300,1454822,,,108944,,188185,1880454,
4177,2574760,2439458,,,55462,,110779,1145144,562570
4178,1208076,616156,,1294,,,,479877,
4193,1624557,1054884,,,299713,10106,191883,1020049,440034
4206,126468,42420,,,50750,15632,17623,47524,9333
4228,62744,12531,,,61432,21350,30889,43305,44475
4243,3321603,1737504,,,1910596,16192,197475,995447,915777
4274,1882268,868191,,,1742288,,,,
4275,20746,5547,,,19874,8979,10248,12834,9142
4284,7477501,4527520,,635887,,1395067,2572799,2376038,2104462
4304,6394852,4768232,,,314560,254810,900138,,
4307,324298,154847,,,61207,32754,156902,154458,119108
4308,9754573,6525595,,,510341,3991,372762,2390736,280285
4320,6384254,2485309,,572915,,,1954866,3038990,1332755
4323,9696321,4854727,,,542601,632126,2243803,4388151,1623034
4334,6825921,6208076,,,32586,288762,593896,4678193,187999
4341,9188,929,,,964,41,923,5670,167
4345,8563,6216,,,4078,,420,2539,1786
4348,43964,29956,,,1054,7494,9776,14241,355
4355,5329905,2491173,,,12614099,21975,1028144,8544968,7961499
4356,4077780,630568,,121442,,,246286,1215862,54665
4386,1669764,714276,,,68136,1605,839895,738312,311323
4387,1881116,1253624,,,31229,35000,142157,641694,15322
4394,1443219,1269455,,18700,,,,99017,
4396,5071071,2403769,,335507,,,,3044913,534424
4397,2790524,2481754,,64753,,,,1596377,
4403,155176,78669,,,62212,47744,53158,48360,19659
4422,707497,647444,,67375,,,,94065,1124
4427,15839020,12143092,,555299,,,,5025823,4669795
4428,1351491,1169518,,35839,,,,319136,55187
4435,2262608,1955069,,,235914,96146,500954,1597747,454858
4439,7409238,4144437,,340467,,24444,352743,2998752,356444
4461,43997,11595,,,34317,4372,5884,22071,25556
4463,27660,9209,,,23511,,3430,17874,12069
4481,7733955,5698028,,36790,,868084,1140106,1650638,199830
4486,1542761,1511691,,,92403,,57423,474618,21293
4491,3068624,2045720,,,29586,288731,570644,799675,542209
4506,459795,,,64966,,,,278147,
4512,7638052,2843762,,,3526508,2466163,3206634,1712726,1474174
4523,521405,,,144638,,,,251965,
4524,6111,2703,,,4734,3148,3211,2074,2098
4526,53326,19230,,,27861,20573,24667,52812,7048
4544,118013,42961,,,61162,10388,45966,62918,74534
4548,43558,15192,,,8302,14373,15703,5609,702
4552,48545,26260,,,17172,2572,4833,29028,6199
4556,4057857,2243770,,,2531546,156554,275389,1893860,408961
4558,2956746,1457724,,,1730512,29886,416234,2026715,698994
4574,16128,4706,,,9878,1229,2235,5165,1498
4579,3328551,2035009,,,362107,887792,901229,357668,52507
4584,3346310,1461158,,,3223,563159,581795,1114319,1209246
4592,13131925,12480165,,,141784,,16464,2468900,2525000
4598,2115321,2088612,,,41594,,4264,82465,
4617,72132,24683,,,24449,7211,8185,36187,5870
4621,26033,14663,,,16192,3353,4302,4922,3198
4625,8829315,2823839,,,4366828,679239,1003033,4187478,690431
4627,17585153,7292633,,,6394342,417199,605513,4650432,742457
4649,6423261,3014197,,,3534642,2381943,4093523,3349985,2809158
4650,1459134,900903,,,4447056,26676,938993,2990784,2475249
4658,20156,6686,,,8284,5620,6311,10360,4161
4667,5428504,4213646,,,716484,623436,760454,1041805,313250
4671,21449,11618,,,9200,3824,5839,10239,6343
4680,54019,44851,,,79257,,16499,24258,85425
4709,10487021,5016411,,,1437746,1428364,2563596,6236145,1152193
4714,7018304,3963694,,,3115682,124027,3628859,4600399,2764692
4719,29811112,20532135,,,683509,1386622,4799033,6619542,1496288
4722,26735712,16811732,,,1188267,16780050,18377969,6593028,4384081
4732,81528,67770,,,103302,1248,10680,26922,10253
4739,353677,,,45009,,,,172804,
4752,5434556,4593754,,,170248,242789,1161237,950293,2105804
4760,2964795,1350872,,,1334106,,179553,1824020,710941
4771,4133084,3506240,,,2608872,522421,1274273,1647632,115832
4812,76303,3276,,4009,,,9945,31287,2944
4820,10759,7905,,,1371,679,8499,3898,1885
4826,12561798,5440551,,,202326,1414857,2378185,2561429,100007
4838,4561140,2825288,,,911575,330512,1273861,2308795,757631
4840,2012749,1449498,,,3964453,165234,368513,360049,1923861
4888,1810866,1251276,,,68485,,89512,319118,1498686
4917,39775,16143,,,28387,10735,12031,12298,5899
4918,2850291,113430,,,812079,,1017042,2201325,965125
4922,205031,103391,,,62892,15184,26308,61608,5478
4926,4401315,2323792,,,3669948,375971,1391478,1440893,527339
4936,2939088,1421336,,309193,,,,593506,161747
4951,26483487,11864226,,,10458486,7270358,7967161,11761393,2422250
4960,7874082,2137101,,,5404031,130588,356396,5970489,3147955
4963,21824442,3855589,,,15405934,942177,1684737,8732245,762711
4973,8096622,4369972,,,210343,7723637,7766638,1042889,1857375
4974,49115,25993,,,29766,,1495,13191,2256
4978,5244972,2601406,,,173576,543232,592137,553429,103003
4979,16375,3402,,3599,,,,12655,9729
4980,43259,20531,,,22635,,6252,25552,16344
4992,33132,1102,,,8621,7319,7561,14100,4896
4998,29866167,6578216,,,8466327,5726924,6326077,24112233,2236751
4999,16985991,5987114,,,4040864,734093,1242082,7630985,1387393
5013,19330,8077,,,11325,10784,12511,9758,6441
5021,605808,52972,,,865433,122402,193303,752488,507408
5070,2890078,1776379,,,869712,,621440,1733081,639012
5184,38922,16085,,,20446,2805,3849,14098,6469
5208,42355204,13215508,,,13217395,10666038,11439946,14118258,5694340
5218,28620405,12485812,,,15808748,4775512,5332395,7989660,5638329
5277,3874844,2664828,,,3898732,318866,366035,921643,439721
5285,7578185,1723783,,,5589022,239331,676450,7568496,1377119
5290,30376708,11761051,,,11881861,1219688,3726493,,
5302,42220,14835,,,20142,4978,7601,15501,4353
5344,53714567,34088967,,,22332378,248510,1752489,9612119,2103651
5356,9576487,2695659,,,5560349,1539009,2030392,4777866,1389272
5358,11691,3857,,,6521,1218,2050,3423,1374
5363,27490262,13168842,,,10002694,7172667,7576964,7175243,3008942
5406,1156180,262345,,,1078619,172415,311508,815747,997750
5440,169894,66959,,,94377,10660,14396,80622,37077
5476,21344,164,,,13625,879,2180,17182,5319
5491,30978,8771,,,29608,2098,3463,25578,18123
5603,15542,2601,,,9834,2119,2204,11159,3395
5699,2859370,1678573,,,1973934,275437,472402,1501191,610019
5707,56979,5934,,,35978,6981,10509,,
5711,1039894,153086,,,665402,217477,283818,858838,562313
5715,88625,17748,,,89817,34449,39490,47839,76071
5724,3804464,1682141,,,2891363,116348,357233,2569015,1278558
5741,294502,28085,,,355809,14325,38130,251150,285365
5803,317374,74740,,,183994,27676,53425,216316,168324
5817,3309993,536717,,,3372410,93912,1759217,1774322,2255077
5911,104632,,19602,,39072,17282,24516,40789,24960
5918,21758,,9925,,12445,9249,9527,3793,3821
5933,33185229,5535238,,,14533863,1671110,6520764,16159280,11605588
5957,30138901,10057208,,,12978047,1618564,3905235,12985291,4708949
5959,54772,15899,,,21454,7612,9421,20031,10391
5986,14157000,3479988,,,6117748,1578394,2231372,,
6023,50651,20327,,,21925,2669,6862,22103,
6028,56797,,,1656,,,,40325,
6029,2749889,1693131,,154498,,881834,964706,1730495,846474
6033,2995046,1777970,,,57585,1274753,1540971,1236459,95280
6046,1958023,1821500,,8508,,,66624,139664,14300
6049,8263234,7699335,,210809,,,,491825,57665
6050,4365809,3253486,,505575,,,,1339817,277048
6054,3630636,2777009,,,,,182160,442881,41932
6074,1267009,948026,,,4836631,2100,904021,2020235,2631658
6078,3957158,2396456,,,9039827,,,4031394,7099333
6089,23570,,,1082,,,,24790,
6091,9682854,2637842,,,3480947,2500771,4167283,3342129,243826
6094,13358741,6597181,,177154,,5482644,6204333,8919134,6366391
6095,6628961,5128935,,99790,,,,1184844,206829
6104,102752,42417,,,20758,8341,10213,38969,13174
6141,221676,,,131637,,,,230518,
6143,89767,46673,,,30461,,6035,37798,30096
6151,44054,26004,,,12076,3118,4539,3144,4074
6157,10895417,7674235,,,5477067,49655,529299,,
6159,7649655,3978051,,,2970909,2178121,2289364,1099258,255360
6173,1562342,896669,,,139930,53127,153176,975034,702981
6176,3361716,1652265,,31332,,,442265,822085,509444
6181,1502495,562556,,,735823,136774,782265,2414385,3002369
6188,3536955,1959873,,,739665,,,,
6192,2501897,1441627,,,619864,,,2436554,
6197,24196,8973,,,12083,589,8111,20580,21050
6200,3801815,2846806,,,1104074,,,2373025,65382
6203,18595,3462,,,3784,3185,3770,6233,4112
6238,19573842,12255623,,,2574510,25303,1372273,4241582,6629
6247,32597,15115,,,14863,13637,17124,9306,2558
6250,87034,11923,,,22904,,6699,40088,14198
6271,23375,12690,,,12584,6765,8525,2608,115
6273,1096953,629291,,,198540,72383,232987,,
6276,3060077,1293241,,,328794,245374,280805,963357,103053
6291,15729286,6380900,,,3674779,,629670,6504070,965690
6306,32381,12491,,,9183,4528,6472,14418,2827
6336,7045151,2502368,,,4644373,62328,317346,5007039,3708337
6338,6838509,2612410,,,2000472,435042,798999,3890215,457945
6356,8319570,2949846,,,1626303,628542,1254488,2011730,775785
6369,31616,7413,,,15641,9909,11024,13086,9193
6370,176482,,,117603,,,,74952,
6383,350604,94167,,,49547,14965,35289,,
6391,,,,,,,400855,1629199,564907
6400,3571614,776497,,,3526244,160087,388183,3603639,2008031
6403,17622,4883,,,2074,996,2107,9558,2525
6418,25814488,12433846,,,3072464,1093062,2858723,,
6425,73307,30721,,,441677,17496,64096,70813,150241
6465,288826,220218,,42764,,,,88953,23377
6470,57788,21308,,,46818,3586,7108,23174,26215
6482,22509500,11690730,,,10531559,285724,1393012,5321953,167319
6513,23943,7287,,,10382,4986,6056,8223,9104
6532,22764,,,2027,,,,10653,
6533,6794989,4391415,,86540,,,,3539107,515788
6544,8168296,1674107,,,8175047,120005,1520335,7242580,2725803
6549,3254146,1107765,,,1211134,,368146,2238742,531132
6553,5574050,2586877,,,580900,,307170,4129915,235719
6555,1308027,,,21510,,,,831849,
6558,1444629,1202352,,,65610,,126220,809496,204890
6565,3574556,2981739,,,16108277,500,730181,2667896,11785566
6568,5137236,1962975,,,6961242,264533,621780,1286902,1373275
6570,6046515,4647204,,,3321721,116904,1596732,3235082,4723501
6572,15178613,13405199,,,134755,821751,1341356,3693527,1703339
6579,1996705,1639261,,,33387,141167,237943,780042,258790
6580,2376511,1936486,,,12234,,102418,446778,5382
6584,50735,14418,,,28629,5690,7232,33929,17452
6614,2118853,576565,,,830370,98141,645967,1360838,1031172
6616,22421604,11737170,,,5965946,966440,2205227,7679092,4043114
6628,5106,470,,,82,913,1115,8400,294
6632,167451,,,52127,,,,106541,
6634,2334682,798723,,358875,,1601441,2060982,1758132,1891695
6638,39163076,10839746,,,9288734,131334,1895369,24969051,9656381
6640,38480,12674,,,44242,,2479,18804,14792
6643,17403159,6651576,,,5140791,987420,2944572,5934509,3158811
6648,15285128,9133484,,,4000389,343727,1272225,4691233,1256528
6663,2797877,1602557,,,1450910,,620736,1137480,1256485
6664,11270881,6170166,,,2387330,3395,305996,4550586,5165126
6696,672360,473018,,,127504,,100187,198846,10389
6701,1860832,,,10743,,,,1197523,
6703,222170,44845,,,51314,38632,86091,154151,105795
6730,,,,,96,783,985,,
6737,71506,9382,,,18858,56149,57266,17929,17679
6753,1188770,341917,,,438486,164181,254855,885582,677505
6777,7080000,4207862,,,3403710,1886447,2063017,1461842,713428
6794,59040,15470,,,15213,1482,2790,18738,2501
6804,138138,52371,,,16499,4945,6840,36609,16034
6806,248047,,,61182,,,,32012,
6817,48150,,,38513,,,,33383,
6824,29954439,14708742,,,7558707,4470904,6706282,7478213,2974404
6841,345311,102916,,,84579,50887,62887,168993,35317
6844,74273,26646,,,36090,15370,16485,31670,46722
6857,279095,,,41613,,,,89811,
6861,1158223,401201,,,23806,813077,823592,94521,2507
6862,10138049,2382156,,,1334122,429080,869443,,
6863,10403012,4679178,,,2934692,1499411,1779319,1347428,450035
6866,18915672,12822679,,,10380528,,,2790158,1369064
6875,50866164,21407837,,,1498311,3590087,21704697,,
6894,2916096,1675979,,,553230,95581,499504,,
6901,11494,1157,,,3698,3449,3494,8140,1291
6924,45195,18503,,,15781,4611,5524,19842,15785
6937,29023,5852,,,23123,3130,5207,14688,11609
6938,7547509,2313352,,,2786551,99938,3924305,,
6954,889694,429784,,,576846,109212,148699,,
6960,118663,56590,,,40778,10051,30735,47098,6683
6961,26660,13755,,,14336,2340,3509,6114,937
6966,46863,14748,,,46975,1022,1936,15054,33419
6995,226003,74202,,,93458,55620,97415,106652,42330
6999,43578,19334,,,28243,5263,8772,12421,7383
7030,9687527,6636997,,,3195133,,1704712,7850615,3052839
7031,1887880,1567475,,,57931,,84733,415279,
7037,3367699,1885683,,,2189836,,1613567,2990296,2768713
7044,3634567,2083615,,138869,,478322,756131,2328209,227810
7045,2764527,1851160,,,13050,,163879,853719,114626
7057,4321433,3006451,,,27576,332015,468653,2410230,700059
7064,418196,311053,,,124474,,101190,339712,90270
7065,5066576,2706423,,,13099249,,583581,4545941,7594168
7070,3723011,2100856,,,2219433,,638862,,
7073,1480246,1145140,,,114387,264957,496393,659647,840991
7076,1031337,1006208,,17277,,4719,68864,76845,
7082,1862829,1629076,,8840,,,,224977,241241
7085,14676442,9515075,,,324420,20000,562595,7832457,19638547
7087,9599683,4547104,,,771129,59255,942543,4238519,1175298
7088,18101,14297,,,509,10,1386,8823,
7089,1252839,1042949,,,34806,31003,108202,275592,83338
7091,3330063,1588687,,,4245254,54215,1257027,2638695,5183372
7097,3543401,2138541,,,6722838,,,2740288,4987695
7192,18791127,4971243,,,194660,10183,986350,13118191,1238558
7202,1183346,404754,,,767563,191682,275096,623965,415991
7213,11746898,3388858,,,1635898,615899,1058117,9048946,1167908
7215,38954,12710,,,27557,360,1984,31529,16775
7220,102053,24143,,,102249,9749,15348,89862,40289
7231,122360,24477,,,98091,29257,40329,84201,72084
