code,銘柄名,市場,業種,単元株数,現在値,出来高,配当利回り,予PER,実PBR,実ROE,売上高,経常利益,利益/売上,自己資本比率,優待月(上),優待月(下),単元倍率,特色,連結事業
1419,タマホーム,東証1部,建設業,100.0,2278.0,"489,700",3.95,12.91,2.88,25.99,209207.0,9754.0,0.04662367893999723,20.8,5.0,11.0,1.0,ローコスト系の注文住宅会社。首都圏郊外や地方を中心に展開。分譲住宅やオフィス区分販売も,住宅80(2)、不動産16(14)、金融1(39)、エネルギー0(26)、他3(3)(2020.5)
1420,サンヨーホームズ,東証1部,建設業,100.0,714.0,"118,100",3.50,11.27,0.47,3.05,53487.0,872.0,0.016303026903733617,32.2,3.0,,1.0,戸建て住宅、マンション、賃貸福祉住宅の設計・販売が主。近畿圏中心に首都圏、中部圏等で展開,住宅43(-1)、マンション51(7)、他6(-5)(2020.3)
1429,日本アクア,東証1部,建設業,100.0,536.0,"34,100",3.70,13.40,2.46,18.53,21872.0,1911.0,0.08737198244330652,47.7,,,,硬質ウレタンフォーム使った住宅・建築物断熱材の施工販売。エコ注文住宅のヒノキヤグループ,【単独事業】熱絶縁工事100(2020.12)
1430,ファーストコーポレーション,東証1部,建設業,100.0,811.0,"30,800",3.97,10.65,1.79,14.65,23418.0,1297.0,0.05538474677598428,33.9,,11.0,5.0,首都圏軸に分譲マンション建設。用地手当てから建築まで一貫の造注方式に強み。福岡にも進出,【単独事業】分譲マンション建設工事55、不動産販売42、他3(2020.5)
1431,Ｌｉｂ　Ｗｏｒｋ,マザーズ,建設業,100.0,823.0,"64,000",0.56,48.40,5.88,7.29,6036.0,195.0,0.03230616302186879,57.1,3.0,9.0,1.0,熊本県、福岡県地盤の注文住宅メーカー。住宅見学会やネット中心の販売から展示場も活用へ,【単独事業】建築請負84、不動産販売14、他2(2020.6)
1433,ベステラ,東証1部,建設業,100.0,1539.0,"17,500",1.03,35.58,4.94,5.54,3682.0,212.0,0.057577403585008145,43.0,1.0,,1.0,製鉄所や発電所、石油化学等のプラント解体工事マネジメント会社。複数の特許工法を有する,プラント解体94(21)、他6(20)(2020.1)
1434,ＪＥＳＣＯホールディングス,東証2部,建設業,100.0,540.0,"37,600",2.21,13.75,1.03,9.67,8993.0,390.0,0.04336706327143334,33.8,,,,独立系電気設備工事会社、設計・調達・施工管理（ＥＰＣ）一貫受注。広告など総合メディア併営,国内ＥＰＣ78(5)、アセアンＥＰＣ20(-4)、不動産管理2(44)、他‥(0)【海外】17(2020.8)
1435,Ｒｏｂｏｔ　Ｈｏｍｅ,東証1部,建設業,100.0,218.0,"2,100,500",0.00,72.96,2.76,-13.03,6147.0,-694.0,-0.1129006019196356,77.2,,,,アパート建築のマッチングサイトで成長。１８年の不祥事を経て、ＩｏＴ活用の賃貸管理に軸足,ＫＡＮＲＹ49(32)、ＴＡＴＥＲＵ51(-15)、他0(-2587)(2020.12)
1436,フィット,マザーズ,建設業,100.0,915.0,"32,700",1.08,22.89,0.91,1.85,4735.0,142.0,0.029989440337909186,56.5,,,,徳島県発祥。祖業は建築請負だが、投資家向けコンパクトソーラー発電所が主柱に。業績乱高下,【単独事業】クリーンエネルギー44(14)、スマートホーム38(0)、ストック18(29)(2020.4)
1438,岐阜造園,名証2部,建設業,100.0,2087.0,200,1.67,15.01,1.11,7.33,3853.0,289.0,0.075006488450558,70.6,,9.0,2.0,造園緑化専業で唯一の上場会社。設計・施工・メンテの一貫体制。東海・関西地盤だが関東進出,ランドスケープ40、ガーデンエクステリア60(2020.9)
1439,安江工務店,東証JQS,建設業,100.0,1025.0,"3,800",2.47,18.12,0.96,-0.91,5396.0,38.0,0.007042253521126761,32.5,,,,愛知県で住宅リフォーム請負を軸に新築、仲介・買い取り再販も展開。熊本に新築住宅の子会社,住宅リフォーム75(0)、新築住宅16(6)、不動産流通9(-5)(2020.12)
1443,技研ホールディングス,東証2部,建設業,100.0,301.0,"96,800",0.33,6.13,0.55,8.36,10008.0,1205.0,0.12040367705835332,63.9,,,,法面保護、放射線防護工事子会社の技研興業が収益柱。フリージアグループが当社株過半保有,土木関連31(18)、建築関連47(16)、型枠貸与関連21(8)、他1(38)(2020.3)
1444,ニッソウ,名古屋セ,建設業,100.0,2389.0,---,0.00,16.22,2.34,17.34,2729.0,186.0,0.06815683400513009,77.8,,,,首都圏で賃貸住居・事務所の原状回復工事を中小不動産会社から受注する施工業者。中古再生も,【単独事業】リフォーム100(2020.7)
1446,キャンディル,東証1部,建設業,100.0,523.0,"10,800",1.15,---,1.64,5.84,12264.0,429.0,0.03498043052837573,40.4,,9.0,2.0,住宅や商業施設の補修会社。住宅大手と親密。ホテル等の改修、家具取付も。全国に技術者配置,リペアサービス38、住環境向け建築サービス25、商環境向け建築サービス31、商材販売6(2020.9)
1447,ＩＴｂｏｏｋホールディングス,マザーズ,建設業,100.0,447.0,"1,645,200",---,61.49,3.41,3.42,21224.0,140.0,0.006596306068601583,18.5,,,,ＩＴコンサルのＩＴｂｏｏｋと地盤調査・改良工事のサムシングＨＤが１８年１０月に経営統合,コンサルティング7(-1)、システム開発11(5)、人材派遣21(0)、地盤調査改良56(2)、保証検査1(9)、他3(6)(2020.3)
1448,スペースバリューホールディングス,東証1部,建設業,100.0,726.0,"53,100",2.06,18.36,0.99,1.31,77510.0,732.0,0.009443942717068766,32.6,3.0,,1.0,プレハブ建築、立体駐車場の総合会社。建設、開発と多角化。日成ビルド工業が持株会社化,システム建築53(9)、総合建設25(3)、立体駐車場18(5)、開発2(15)、ファシリティマネジメント2(-7)(2020.3)
1449,ＦＵＪＩジャパン,札幌ア,建設業,100.0,597.0,"4,000",1.18,19.10,3.82,12.78,1481.0,57.0,0.03848750844024308,59.4,,,,北海道を地盤に住宅の外壁リフォーム工事を展開。外壁材の製造・販売も手がける。関東圏開拓,【単独事業】外壁リフォーム工事90(12)、他リフォーム工事5(3)、材料販売5(13)(2020.12)
1450,田中建設工業,東証JQS,建設業,100.0,2325.0,"4,800",2.91,11.75,2.13,22.5,9011.0,1458.0,0.1618022417045833,68.2,,,,建築構造物の解体工事の施工管理に特化。１都３県を中心に展開。民需主体で元請け比率高い,【単独事業】解体100(2020.3)
1451,ＫＨＣ,東証2部,建設業,100.0,616.0,"7,100",5.31,6.99,0.43,5.67,11632.0,492.0,0.042297111416781295,38.6,,,,注文建築・分譲など事業子会社を有する持株会社。兵庫県が地盤。親会社は日本アジアグループ,住宅請負61、分譲用土地32、分譲用建物6、他1(2020.3)
1491,中外鉱業,東証2部,非鉄金属,100.0,32.0,"847,700",0.00,228.57,1.41,2.7,39452.0,226.0,0.005728480178444692,79.4,,,,金中心に貴金属をリサイクル販売。不動産、中古機械販売も。先物投資運用事業が収益を左右,貴金属91(1)、不動産4(26)、機械4(-1)、投資-4、コンテンツ6(22)、他0(-17)(2020.3)
1514,住石ホールディングス,東証1部,鉱業,100.0,131.0,"551,500",2.31,18.73,0.56,-0.63,9781.0,-33.0,-0.0033738881504958595,88.6,,,,住友石炭鉱業が母体。国内炭撤退、豪州等からの輸入炭にシフト。人工ダイヤ、採石等にも展開,石炭93(3)、新素材2(9)、採石5(13)(2020.3)
1515,日鉄鉱業,東証1部,鉱業,100.0,6260.0,"40,100",2.86,10.47,0.47,3.55,119159.0,9629.0,0.080807996038906,58.9,3.0,,1.0,日本製鉄系。石灰石、銅精鉱、電気銅主力。機械、環境、不動産も。チリ銅鉱山など海外採鉱拡大,鉱石46(12)、金属39(1)、機械・環境11(10)、不動産2(56)、再生可能エネルギー2(22)【海外】19(2020.3)
1518,三井松島ホールディングス,東証1部,鉱業,100.0,932.0,"46,900",5.38,6.04,0.4,-9.6,57378.0,3020.0,0.05263341350343337,42.8,3.0,,1.0,柱は豪州生産、輸入販売など石炭事業。衣料、施設運営、飲料ストロー等に展開。明光商会を買収,エネルギー62(8)、生活関連36(3)、他2(4)(2020.3)
1605,ＩＮＰＥＸ,東証1部,鉱業,100.0,823.0,"9,788,100",4.00,8.60,0.41,-3.87,771046.0,257335.0,0.33374792165447975,59.0,,12.0,4.0,原油・ガス開発生産国内最大手。政府が黄金株保有。豪州でＬＮＧ案件（イクシス）を操業,原油66、天然ガス32、他2【海外】55(2020.12)
1662,石油資源開発,東証1部,鉱業,100.0,2173.0,"161,300",2.30,---,0.31,-0.68,240078.0,10001.0,0.04165729471255175,64.0,,,,原油・ガス開発専業。国内の天然ガス田操業が基盤。海外開発シフト。カナダで超重質油を生産,原油・天然ガス81、請負5、他14【海外】50(2020.3)
1663,Ｋ＆Ｏエナジーグループ,東証1部,鉱業,100.0,1388.0,"26,300",2.16,14.78,0.48,3.76,58452.0,4050.0,0.06928762061178403,80.4,,,,持株会社。天然ガス開発から都市ガス供給まで一貫。輸出柱のヨウ素の生産・販売でも世界有数,ガス81(8)、ヨウ素8(43)、他10(9)(2020.12)
1711,省電舎ホールディングス,東証2部,建設業,100.0,447.0,"59,500",0.00,---,68.23,-1288.89,844.0,-272.0,-0.3222748815165877,12.6,,,,省エネ施設の設計・施工で再建図る。太陽光発電事業は大型から自家消費型の施工販売へ転換,省エネルギー関連79(-12)、再生可能エネルギー21(11)(2020.3)
1712,ダイセキ環境ソリューション,東証1部,建設業,100.0,927.0,"74,100",0.64,17.70,1.21,5.41,14906.0,1241.0,0.08325506507446666,61.4,,,,汚染土壌の調査から浄化処理までの一貫体制に特徴。名古屋地盤だが関東、関西でも展開拡大,土壌汚染調査・処理77(12)、廃石膏ボードリサイクル14(21)、他10(18)(2020.2)
1716,第一カッター興業,東証1部,建設業,100.0,1389.0,"18,400",1.02,12.04,1.19,13.52,17440.0,2482.0,0.1423165137614679,77.1,,,,ダイヤモンド使用のコンクリート構造物切断・穿孔工事が主力。水圧のウォータージェットも,切断・穿孔工事88(19)、ビルメンテナンス2(7)、リユース・リサイクル10(5)(2020.6)
1717,明豊ファシリティワークス,東証1部,サービス業,100.0,802.0,"84,800",3.47,14.39,2.35,15.57,4240.0,910.0,0.21462264150943397,71.0,,,,事務所や工場、学校などの建設・移転を支援するＣＭ（コンストラクションマネジメント）主力,【単独事業】オフィス26(18)、ＣＭ51(20)、ＣＲＥＭ23(26)(2020.3)
1718,美樹工業,東証JQS,,,4180.0,,,,,,,,,,,,,,
1719,安藤ハザマ,東証1部,,,863.0,,,,,,,,,,,,,,
1720,東急建設,東証1部,,,691.0,,,,,,,,,,,,,,
1721,コムシスホールディングス,東証1部,,,3180.0,,,,,,,,,,,,,,
1723,日本電技,東証JQS,,,3770.0,,,,,,,,,,,,,,
1724,シンクレイヤ,東証JQS,,,1076.0,,,,,,,,,,,,,,
1726,ビーアールホールディングス,東証1部,,,533.0,,,,,,,,,,,,,,
1728,ミサワホーム中国,東証JQS,,,319.0,,,,,,,,,,,,,,
1730,麻生フオームクリート,東証JQS,,,595.0,,,,,,,,,,,,,,
1734,北弘電社,札証,,,3790.0,,,,,,,,,,,,,,
1736,オーテック,東証JQS,,,2381.0,,,,,,,,,,,,,,
1737,三井金属エンジニアリング,東証2部,,,979.0,,,,,,,,,,,,,,
1738,ＮＩＴＴＯＨ,名証2部,,,473.0,,,,,,,,,,,,,,
1739,シード平和,東証JQG,,,721.0,,,,,,,,,,,,,,
1743,コーアツ工業,東証2部,,,4000.0,,,,,,,,,,,,,,
1757,中小企業ホールディングス,東証2部,,,62.0,,,,,,,,,,,,,,
1758,太洋基礎工業,東証JQS,,,5000.0,,,,,,,,,,,,,,
1762,高松コンストラクショングループ,東証1部,,,2136.0,,,,,,,,,,,,,,
1764,工藤建設,東証2部,,,2779.0,,,,,,,,,,,,,,
1766,東建コーポレーション,東証1部,,,9480.0,,,,,,,,,,,,,,
1768,ソネック,東証1部,,,922.0,,,,,,,,,,,,,,
1770,藤田エンジニアリング,東証JQS,,,1022.0,,,,,,,,,,,,,,
1771,日本乾溜工業,福証,,,678.0,,,,,,,,,,,,,,
1773,ＹＴＬ,東証外国,,,18.0,,,,,,,,,,,,,,
1775,富士古河Ｅ＆Ｃ,東証2部,,,2755.0,,,,,,,,,,,,,,
1776,三井住建道路,東証2部,,,1006.0,,,,,,,,,,,,,,
1777,川崎設備工業,名証2部,,,421.0,,,,,,,,,,,,,,
1780,ヤマウラ,東証1部,,,892.0,,,,,,,,,,,,,,
1782,常磐開発,東証JQS,,,8940.0,,,,,,,,,,,,,,
1783,アジアゲートホールディングス,東証JQS,,,48.0,,,,,,,,,,,,,,
1786,オリエンタル白石,東証1部,,,283.0,,,,,,,,,,,,,,
1787,ナカボーテック,東証JQS,,,5270.0,,,,,,,,,,,,,,
1788,三東工業社,東証JQS,,,2538.0,,,,,,,,,,,,,,
1789,ＥＴＳホールディングス,東証JQS,,,1017.0,,,,,,,,,,,,,,
1793,大本組,東証JQS,,,5160.0,,,,,,,,,,,,,,
1795,マサル,東証JQS,,,3520.0,,,,,,,,,,,,,,
1798,守谷商会,東証JQS,,,2022.0,,,,,,,,,,,,,,
1799,第一建設工業,東証JQS,,,1911.0,,,,,,,,,,,,,,
1801,大成建設,東証1部,,,3845.0,,,,,,,,,,,,,,
1802,大林組,東証1部,,,951.0,,,,,,,,,,,,,,
1803,清水建設,東証1部,,,896.0,,,,,,,,,,,,,,
1805,飛島建設,東証1部,,,1095.0,,,,,,,,,,,,,,
1807,佐藤渡辺,東証JQS,,,3010.0,,,,,,,,,,,,,,
1808,長谷工コーポレーション,東証1部,,,1563.0,,,,,,,,,,,,,,
1810,松井建設,東証1部,,,769.0,,,,,,,,,,,,,,
1811,錢高組,東証1部,,,4360.0,,,,,,,,,,,,,,
1812,鹿島,東証1部,,,1477.0,,,,,,,,,,,,,,
1813,不動テトラ,東証1部,,,1788.0,,,,,,,,,,,,,,
1814,大末建設,東証1部,,,988.0,,,,,,,,,,,,,,
1815,鉄建建設,東証1部,,,1891.0,,,,,,,,,,,,,,
1820,西松建設,東証1部,,,3435.0,,,,,,,,,,,,,,
1821,三井住友建設,東証1部,,,485.0,,,,,,,,,,,,,,
1822,大豊建設,東証1部,,,4195.0,,,,,,,,,,,,,,
1824,前田建設工業,東証1部,,,997.0,,,,,,,,,,,,,,
1826,佐田建設,東証1部,,,429.0,,,,,,,,,,,,,,
1827,ナカノフドー建設,東証1部,,,389.0,,,,,,,,,,,,,,
1828,田辺工業,東証2部,,,830.0,,,,,,,,,,,,,,
1832,北海電気工事,札証,,,670.0,,,,,,,,,,,,,,
1833,奥村組,東証1部,,,2964.0,,,,,,,,,,,,,,
1835,東鉄工業,東証1部,,,2554.0,,,,,,,,,,,,,,
1840,土屋ホールディングス,東証2部,,,167.0,,,,,,,,,,,,,,
1841,サンユー建設,東証JQS,,,910.0,,,,,,,,,,,,,,
1844,大盛工業,東証2部,,,203.0,,,,,,,,,,,,,,
1847,イチケン,東証1部,,,1945.0,,,,,,,,,,,,,,
1848,富士ピー・エス,東証1部,,,557.0,,,,,,,,,,,,,,
1850,南海辰村建設,東証2部,,,296.0,,,,,,,,,,,,,,
1852,淺沼組,東証1部,,,4530.0,,,,,,,,,,,,,,
1853,森組,東証2部,,,295.0,,,,,,,,,,,,,,
1860,戸田建設,東証1部,,,803.0,,,,,,,,,,,,,,
1861,熊谷組,東証1部,,,2979.0,,,,,,,,,,,,,,
1866,北野建設,東証1部,,,2425.0,,,,,,,,,,,,,,
1867,植木組,東証1部,,,1518.0,,,,,,,,,,,,,,
1869,名工建設,名証2部,,,1094.0,,,,,,,,,,,,,,
1870,矢作建設工業,東証1部,,,729.0,,,,,,,,,,,,,,
1871,ピーエス三菱,東証1部,,,628.0,,,,,,,,,,,,,,
1873,日本ハウスホールディングス,東証1部,,,331.0,,,,,,,,,,,,,,
1878,大東建託,東証1部,,,11780.0,,,,,,,,,,,,,,
1879,新日本建設,東証1部,,,872.0,,,,,,,,,,,,,,
1881,ＮＩＰＰＯ,東証1部,,,2921.0,,,,,,,,,,,,,,
1882,東亜道路工業,東証1部,,,4460.0,,,,,,,,,,,,,,
1883,前田道路,東証1部,,,2246.0,,,,,,,,,,,,,,
1884,日本道路,東証1部,,,7540.0,,,,,,,,,,,,,,
1885,東亜建設工業,東証1部,,,2451.0,,,,,,,,,,,,,,
1887,日本国土開発,東証1部,,,608.0,,,,,,,,,,,,,,
1888,若築建設,東証1部,,,1353.0,,,,,,,,,,,,,,
1890,東洋建設,東証1部,,,576.0,,,,,,,,,,,,,,
1892,徳倉建設,名証2部,,,3530.0,,,,,,,,,,,,,,
1893,五洋建設,東証1部,,,790.0,,,,,,,,,,,,,,
1897,金下建設,東証2部,,,3680.0,,,,,,,,,,,,,,
1898,世紀東急工業,東証1部,,,871.0,,,,,,,,,,,,,,
1899,福田組,東証1部,,,5090.0,,,,,,,,,,,,,,
1904,大成温調,東証JQS,,,1954.0,,,,,,,,,,,,,,
1905,テノックス,東証JQS,,,887.0,,,,,,,,,,,,,,
1909,日本ドライケミカル,東証1部,,,1715.0,,,,,,,,,,,,,,
1911,住友林業,東証1部,,,2226.0,,,,,,,,,,,,,,
1914,日本基礎技術,東証1部,,,510.0,,,,,,,,,,,,,,
1921,巴コーポレーション,東証1部,,,381.0,,,,,,,,,,,,,,
1925,大和ハウス工業,東証1部,,,3195.0,,,,,,,,,,,,,,
1926,ライト工業,東証1部,,,1825.0,,,,,,,,,,,,,,
1928,積水ハウス,東証1部,,,2302.0,,,,,,,,,,,,,,
1929,日特建設,東証1部,,,780.0,,,,,,,,,,,,,,
1930,北陸電気工事,東証1部,,,1246.0,,,,,,,,,,,,,,
1934,ユアテック,東証1部,,,754.0,,,,,,,,,,,,,,
1938,日本リーテック,東証1部,,,1692.0,,,,,,,,,,,,,,
1939,四電工,東証1部,,,3270.0,,,,,,,,,,,,,,
1941,中電工,東証1部,,,2332.0,,,,,,,,,,,,,,
1942,関電工,東証1部,,,921.0,,,,,,,,,,,,,,
1944,きんでん,東証1部,,,1869.0,,,,,,,,,,,,,,
1945,東京エネシス,東証1部,,,955.0,,,,,,,,,,,,,,
1946,トーエネック,東証1部,,,3825.0,,,,,,,,,,,,,,
1948,弘電社,東証2部,,,4915.0,,,,,,,,,,,,,,
1949,住友電設,東証1部,,,2366.0,,,,,,,,,,,,,,
1950,日本電設工業,東証1部,,,1804.0,,,,,,,,,,,,,,
1951,協和エクシオ,東証1部,,,2699.0,,,,,,,,,,,,,,
1952,新日本空調,東証1部,,,2184.0,,,,,,,,,,,,,,
1954,日本工営,東証1部,,,3340.0,,,,,,,,,,,,,,
1959,九電工,東証1部,,,3635.0,,,,,,,,,,,,,,
1960,サンテック,東証2部,,,699.0,,,,,,,,,,,,,,
1961,三機工業,東証1部,,,1409.0,,,,,,,,,,,,,,
1963,日揮ホールディングス,東証1部,,,1086.0,,,,,,,,,,,,,,
1964,中外炉工業,東証1部,,,2044.0,,,,,,,,,,,,,,
1965,テクノ菱和,東証2部,,,876.0,,,,,,,,,,,,,,
1966,高田工業所,東証2部,,,687.0,,,,,,,,,,,,,,
1967,ヤマト,東証1部,,,702.0,,,,,,,,,,,,,,
1968,太平電業,東証1部,,,2661.0,,,,,,,,,,,,,,
1969,高砂熱学工業,東証1部,,,1776.0,,,,,,,,,,,,,,
1971,中央ビルト工業,東証2部,,,621.0,,,,,,,,,,,,,,
1972,三晃金属工業,東証1部,,,2616.0,,,,,,,,,,,,,,
1973,ＮＥＣネッツエスアイ,東証1部,,,1747.0,,,,,,,,,,,,,,
1975,朝日工業社,東証1部,,,2964.0,,,,,,,,,,,,,,
1976,明星工業,東証1部,,,747.0,,,,,,,,,,,,,,
1979,大気社,東証1部,,,3115.0,,,,,,,,,,,,,,
1980,ダイダン,東証1部,,,2759.0,,,,,,,,,,,,,,
1981,協和日成,東証JQS,,,996.0,,,,,,,,,,,,,,
1982,日比谷総合設備,東証1部,,,1894.0,,,,,,,,,,,,,,
1992,神田通信機,東証JQS,,,950.0,,,,,,,,,,,,,,
1994,高橋カーテンウォール工業,東証JQS,,,696.0,,,,,,,,,,,,,,
1997,暁飯島工業,東証JQS,,,1500.0,,,,,,,,,,,,,,
1999,サイタホールディングス,福証,,,2480.0,,,,,,,,,,,,,,
2001,ニップン,東証1部,,,1593.0,,,,,,,,,,,,,,
2002,日清製粉グループ本社,東証1部,,,1747.0,,,,,,,,,,,,,,
2003,日東富士製粉,東証1部,,,7190.0,,,,,,,,,,,,,,
2004,昭和産業,東証1部,,,2994.0,,,,,,,,,,,,,,
2009,鳥越製粉,東証1部,,,804.0,,,,,,,,,,,,,,
2053,中部飼料,東証1部,,,1410.0,,,,,,,,,,,,,,
2055,日和産業,東証2部,,,319.0,,,,,,,,,,,,,,
2058,ヒガシマル,福証,,,938.0,,,,,,,,,,,,,,
2060,フィード・ワン,東証1部,,,812.0,,,,,,,,,,,,,,
